County Name,Median Home Price Q2 2017,Monthly Payment (r=4.5%),Monthly Payment (r=5.0%),Monthly Payment (r=5.5%)
Skamania County,"268,097","1,223","1,295","1,370"
Snohomish County,"461,015","2,102","2,227","2,356"
Spokane County,"252,290","1,150","1,219","1,289"
Stevens County,"206,411",941,997,"1,055"
Thurston County,"324,122","1,478","1,566","1,656"
Wahkiakum County,"226,538","1,033","1,094","1,158"
Walla Walla County,"219,493","1,001","1,060","1,122"
Whatcom County,"404,200","1,843","1,953","2,066"
Whitman County,"222,959","1,017","1,077","1,139"
Yakima County,"200,196",913,967,"1,023"
Barbour County,"104,491",476,505,534
Berkeley County,"186,036",848,899,951
Boone County,"71,380",326,345,365
Braxton County,"94,062",429,454,481
Brooke County,"96,135",438,464,491
Cabell County,"141,620",646,684,724
Calhoun County,"82,498",376,399,422
Clay County,"78,637",359,380,402
Doddridge County,"109,344",499,528,559
Fayette County,"89,209",407,431,456
Gilmer County,"94,579",431,457,483
Grant County,"149,302",681,721,763
Greenbrier County,"119,153",543,576,609
Hampshire County,"136,788",624,661,699
Hancock County,"94,868",433,458,485
Hardy County,"125,864",574,608,643
Harrison County,"124,315",567,601,635
Jackson County,"116,984",533,565,598
Jefferson County,"241,206","1,100","1,165","1,233"
Kanawha County,"111,245",507,537,568
Lewis County,"101,806",464,492,520
Lincoln County,"81,520",372,394,417
Logan County,"88,590",404,428,453
McDowell County,"35,932",164,174,184
Marion County,"113,680",518,549,581
Marshall County,"104,355",476,504,533
Mason County,"80,846",369,391,413
Mercer County,"92,307",421,446,472
Mineral County,"122,552",559,592,626
Mingo County,"73,309",334,354,375
Monongalia County,"225,498","1,028","1,089","1,152"
Monroe County,"109,137",498,527,558
Morgan County,"182,401",832,881,932
Nicholas County,"91,791",419,443,469
Washington West Virginia,,,,
Ohio County,"120,040",547,580,613
Pendleton County,"111,409",508,538,569
Pleasants County,"104,524",477,505,534
Pocahontas County,"121,011",552,585,618
Preston County,"110,877",506,536,567
Putnam County,"156,578",714,756,800
Raleigh County,"104,491",476,505,534
Randolph County,"103,045",470,498,527
Ritchie County,"84,770",387,410,433
Roane County,"95,714",436,462,489
Summers County,"98,192",448,474,502
Taylor County,"103,458",472,500,529
Tucker County,"107,692",491,520,550
Tyler County,"95,405",435,461,488
Upshur County,"115,539",527,558,590
Wayne County,"91,845",419,444,469
Webster County,"70,624",322,341,361
Wetzel County,"93,649",427,452,479
Wirt County,"81,263",371,393,415
Wood County,"130,480",595,630,667
Wyoming County,"70,108",320,339,358
Adams County,"137,164",625,663,701
Ashland County,"115,269",526,557,589
Barron County,"156,160",712,754,798
Bayfield County,"175,372",800,847,896
Brown County,"188,201",858,909,962
Buffalo County,"161,419",736,780,825
Burnett County,"161,849",738,782,827
Calumet County,"184,176",840,890,941
Chippewa County,"169,305",772,818,865
Clark County,"126,002",575,609,644
Columbia County,"195,427",891,944,999
Crawford County,"136,305",622,659,697
Dane County,"285,708","1,303","1,380","1,460"
Dodge County,"176,767",806,854,903
Door County,"219,698","1,002","1,061","1,123"
Douglas County,"149,386",681,722,763
Dunn County,"168,181",767,813,859
Eau Claire County,"186,246",849,900,952
Florence County,"142,315",649,688,727
Fond du Lac County,"160,653",733,776,821
Forest County,"141,027",643,681,721
Grant County,"147,252",671,711,752
Green County,"175,587",801,848,897
Green Lake County,"149,506",682,722,764
Iowa County,"186,312",850,900,952
Iron County,"115,054",525,556,588
West Virginia Wisconsin,,,,
Jackson County,"138,881",633,671,710
Jefferson County,"205,423",937,992,"1,050"
Juneau County,"128,899",588,623,659
Kenosha County,"183,621",837,887,938
Kewaunee County,"169,207",772,818,865
La Crosse County,"184,104",840,889,941
Lafayette County,"135,876",620,656,694
Langlade County,"113,981",520,551,582
Lincoln County,"145,428",663,703,743
Manitowoc County,"132,119",602,638,675
Marathon County,"157,317",717,760,804
Marinette County,"125,143",571,605,639
Marquette County,"154,551",705,747,790
Menominee County,"91,657",418,443,468
Milwaukee County,"168,165",767,812,859
Monroe County,"154,658",705,747,790
Oconto County,"170,075",776,822,869
Oneida County,"177,089",808,856,905
Outagamie County,"184,395",841,891,942
Ozaukee County,"311,909","1,422","1,507","1,594"
Pepin County,"154,336",704,746,789
Pierce County,"211,028",962,"1,020","1,078"
Polk County,"169,898",775,821,868
Portage County,"173,869",793,840,888
Price County,"128,792",587,622,658
Racine County,"192,104",876,928,982
Richland County,"144,247",658,697,737
Rock County,"159,311",726,770,814
Rusk County,"114,088",520,551,583
St. Croix County,"271,290","1,237","1,311","1,386"
Sauk County,"185,139",844,894,946
Sawyer County,"173,547",791,838,887
Shawano County,"145,750",665,704,745
Sheboygan County,"167,937",766,811,858
Taylor County,"138,773",633,670,709
Trempealeau County,"157,770",719,762,806
Vernon County,"159,810",729,772,817
Vilas County,"221,630","1,011","1,071","1,133"
Walworth County,"218,410",996,"1,055","1,116"
Washburn County,"157,770",719,762,806
Washington County,"248,821","1,135","1,202","1,271"
Waukesha County,"299,056","1,364","1,445","1,528"
Waupaca County,"152,726",696,738,780
Waushara County,"150,794",688,729,771
Winnebago County,"168,781",770,815,862
Wood County,"145,428",663,703,743
Albany County,"233,037","1,063","1,126","1,191"
Wisconsin Wyoming,,,,
Big Horn County,"158,737",724,767,811
Campbell County,"223,527","1,019","1,080","1,142"
Carbon County,"165,738",756,801,847
Converse County,"206,076",940,996,"1,053"
Crook County,"228,857","1,044","1,106","1,169"
Fremont County,"198,238",904,958,"1,013"
Goshen County,"161,872",738,782,827
Hot Springs County,"154,348",704,746,789
Johnson County,"266,686","1,216","1,288","1,363"
Laramie County,"231,243","1,055","1,117","1,182"
Lincoln County,"215,167",981,"1,040","1,100"
Natrona County,"215,347",982,"1,040","1,100"
Niobrara County,"159,364",727,770,814
Park County,"246,831","1,126","1,193","1,261"
Platte County,"177,547",810,858,907
Sheridan County,"251,742","1,148","1,216","1,286"
Sublette County,"276,718","1,262","1,337","1,414"
Sweetwater County,"210,047",958,"1,015","1,073"
Teton County,"772,365","3,522","3,732","3,947"
Uinta County,"186,429",850,901,953
Washakie County,"172,949",789,836,884
Weston County,"188,206",858,909,962
©2019 National Association of REALTORS®.,,,,
All Rights Reserved.,,,,
May not be reprinted in whole or in part without permission of the National Association of REALTORS®.,,,,
"For reprint information, contact data@realtors.org. Wyoming",,,,
